	code	name	start	end	logic
19	GZU2	start	17879.115760760942	17889.8	7
20	GZU2	observe	17889.8	17950.43514514478	7
21	GZU2	observe	17939.4	17950.43514514478	6
22	GZU2	sl_start	17950.43514514478	17992.78242742761	4
23	GZU2	start	17992.78242742761	18049.966666666667	4
24	GZU2	observe	18049.966666666667	18168.8	4
25	GZU2	sl_tp	18168.8	18192.566666666666	7
26	GZU2	tp_start	18192.566666666666	18230.449094094274	7
27	GZU2	start	18230.449094094274	18269.033333333333	7
28	GZU2	observe	18269.033333333333	18374.433333333334	7
29	GZU2	tp_new_high	18374.433333333334	18392.0	9
30	GZU2	new_high	18392.0	999999.0	9
0	EuU2	new_low	0	47770.4	0
1	EuU2	observe		47770.4	2
2	EuU2	sl_start	47770.4	59749.66116178164	4
3	EuU2	start	59749.66116178164	59848.39696969697	4
4	EuU2	observe	59848.39696969697	60074.058585858584	4
5	EuU2	sl_tp	60074.058585858584	60119.1909090909	8
6	EuU2	tp_start	60119.1909090909	60200.98439410487	8
7	EuU2	start	60200.98439410487	60310.135353535356	8
8	EuU2	observe	60310.135353535356	60553.15555555556	8
9	EuU2	sl_tp	60553.15555555556	60601.7595959596	8
10	EuU2	tp_start	60601.7595959596	60687.02479814528	8
11	EuU2	start	60687.02479814528	60806.59090909091	8
12	EuU2	observe	60806.59090909091	61066.9696969697	8
13	EuU2	sl_tp	61066.9696969697	61119.045454545456	8
14	EuU2	tp_start	61119.045454545456	61207.78237390285	8
15	EuU2	start	61207.78237390285	61244.027272727275	8
16	EuU2	observe	61244.027272727275	61340.81909057814	8
17	EuU2	sl_tp	61340.81909057814	61389.83939393939	8
18	EuU2	tp_start	61389.83939393939	61450.80257592305	8
19	EuU2	start	61450.80257592305	61580.78383838384	8
20	EuU2	observe	61580.78383838384	61858.52121212121	8
21	EuU2	sl_tp	61858.52121212121	61914.06868686869	7
22	EuU2	tp_start	61914.06868686869	62006.2773233978	7
23	EuU2	start	62006.2773233978	62063.35252525253	7
24	EuU2	observe	62063.35252525253	62312.89989865894	7
25	EuU2	observe	62250.825252525254	62312.89989865894	6
26	EuU2	sl_start	62312.89989865894	62422.88338400386	3
27	EuU2	start	62422.88338400386	62615.35555555555	3
28	EuU2	observe	62615.35555555555	63073.62222222222	3
29	EuU2	tp_new_high	63073.62222222222	63150.0	9
30	EuU2	new_high	63150.0	999999.0	9
0	BRU2	new_low	0	74.18400000000001	0
1	BRU2	observe		74.18400000000001	2
2	BRU2	sl_start	74.18400000000001	92.80670217512649	4
3	BRU2	start	92.80670217512649	93.02112121212122	4
4	BRU2	observe	93.02112121212122	93.50632323232323	4
5	BRU2	sl_tp	93.50632323232323	93.60336363636364	8
6	BRU2	tp_start	93.60336363636364	93.77710621553052	8
7	BRU2	start	93.77710621553052	94.05870707070707	8
8	BRU2	observe	94.05870707070707	94.65587878787879	8
9	BRU2	sl_tp	94.65587878787879	94.77531313131313	8
10	BRU2	tp_start	94.77531313131313	94.97144964987396	8
11	BRU2	start	94.97144964987396	95.16347474747475	8
12	BRU2	observe	95.16347474747475	95.61135353535354	8
13	BRU2	sl_tp	95.61135353535354	95.7009292929293	8
14	BRU2	tp_start	95.7009292929293	95.86720722563155	8
15	BRU2	start	95.86720722563155	96.3279595959596	8
16	BRU2	observe	96.3279595959596	97.22371717171717	8
17	BRU2	sl_tp	97.22371717171717	97.40286868686869	8
18	BRU2	tp_start	97.40286868686869	97.65872237714669	8
19	BRU2	start	97.65872237714669	97.82835353535353	8
20	BRU2	observe	97.82835353535353	98.23890909090909	8
21	BRU2	sl_tp	98.23890909090909	98.32102020202021	8
22	BRU2	tp_start	98.32102020202021	98.4798334882578	8
23	BRU2	start	98.4798334882578	98.78382828282828	8
24	BRU2	observe	98.78382828282828	99.41832323232323	8
25	BRU2	sl_tp	99.41832323232323	99.54522222222222	7
26	BRU2	tp_start	99.54522222222222	99.7488233872477	7
27	BRU2	start	99.7488233872477	99.80648484848484	7
28	BRU2	observe	99.80648484848484	100.07521212121213	7
29	BRU2	tp_new_high	100.07521212121213	100.12	9
30	BRU2	new_high	100.12	999999.0	9
0	RMU2	new_low	0	822.4000000000001	0
1	RMU2	observe		822.4000000000001	2
2	RMU2	sl_start	822.4000000000001	1029.1230313781143	4
3	RMU2	start	1029.1230313781143	1030.4818181818182	4
4	RMU2	observe	1030.4818181818182	1034.0266645164986	4
5	RMU2	sl_tp	1034.0266645164986	1035.4454545454546	7
6	RMU2	tp_start	1035.4454545454546	1037.3957586508416	7
7	RMU2	start	1037.3957586508416	1040.409090909091	7
8	RMU2	observe	1040.409090909091	1051.491310981145	7
9	RMU2	observe	1048.681818181818	1051.491310981145	6
10	RMU2	sl_start	1051.491310981145	1054.860405115488	4
11	RMU2	start	1054.860405115488	1059.2525252525252	4
12	RMU2	observe	1059.2525252525252	1068.4444444444443	4
13	RMU2	sl_tp	1068.4444444444443	1070.2828282828282	7
14	RMU2	tp_start	1070.2828282828282	1073.2442434993263	7
15	RMU2	start	1073.2442434993263	1077.360606060606	7
16	RMU2	observe	1077.360606060606	1090.0973715872058	7
17	RMU2	observe	1087.839393939394	1090.0973715872058	6
18	RMU2	sl_start	1090.0973715872058	1093.4664657215487	4
19	RMU2	start	1093.4664657215487	1093.99797979798	4
20	RMU2	observe	1093.99797979798	1095.6125231023573	4
21	RMU2	sl_tp	1095.6125231023573	1097.3070707070708	8
22	RMU2	tp_start	1097.3070707070708	1098.9816172367002	8
23	RMU2	start	1098.9816172367002	1101.4434343434343	8
24	RMU2	observe	1101.4434343434343	1107.418181818182	8
25	RMU2	sl_tp	1107.418181818182	1108.6131313131314	7
26	RMU2	tp_start	1108.6131313131314	1110.9311121861952	7
27	RMU2	start	1110.9311121861952	1112.5656565656566	7
28	RMU2	observe	1112.5656565656566	1118.080808080808	7
29	RMU2	tp_new_high	1118.080808080808	1119.0	9
30	RMU2	new_high	1119.0	999999.0	9
0	NGQ2	new_low	0	6.624	0
1	NGQ2	observe		6.624	2
2	NGQ2	sl_start	6.624	8.292455182877367	4
3	NGQ2	start	8.292455182877367	8.375318181818182	4
4	NGQ2	observe	8.375318181818182	8.534181818181818	4
5	NGQ2	sl_tp	8.534181818181818	8.565954545454545	8
6	NGQ2	tp_start	8.565954545454545	8.61018245560464	8
7	NGQ2	start	8.61018245560464	8.685984848484848	8
8	NGQ2	observe	8.685984848484848	8.833080808080808	8
9	NGQ2	sl_tp	8.833080808080808	8.862499999999999	8
10	NGQ2	tp_start	8.862499999999999	8.904374374796559	8
11	NGQ2	start	8.904374374796559	8.976646464646464	8
12	NGQ2	observe	8.976646464646464	9.117858585858587	8
13	NGQ2	sl_tp	9.117858585858587	9.14610101010101	8
14	NGQ2	tp_start	9.14610101010101	9.186798617220802	8
15	NGQ2	start	9.186798617220802	9.19199494949495	8
16	NGQ2	observe	9.19199494949495	9.208271452427084	8
17	NGQ2	sl_tp	9.208271452427084	9.227297979797981	7
18	NGQ2	tp_start	9.227297979797981	9.245637001059187	7
19	NGQ2	start	9.245637001059187	9.296727272727274	7
20	NGQ2	observe	9.296727272727274	9.423818181818183	7
21	NGQ2	tp_new_high	9.423818181818183	9.445	9
22	NGQ2	new_high	9.445	999999.0	9
0	SiU2	new_low	0	47664.8	0
1	SiU2	observe		47664.8	2
2	SiU2	sl_start	47664.8	59612.81507899403	4
3	SiU2	start	59612.81507899403	59731.045454545456	4
4	SiU2	observe	59731.045454545456	59981.12121212121	4
5	SiU2	sl_tp	59981.12121212121	60031.13636363636	8
6	SiU2	tp_start	60031.13636363636	60112.96659414554	8
7	SiU2	start	60112.96659414554	60261.20606060606	8
8	SiU2	observe	60261.20606060606	60561.296969696974	8
9	SiU2	sl_tp	60561.296969696974	60621.315151515155	8
10	SiU2	tp_start	60621.315151515155	60713.14841232736	8
11	SiU2	start	60713.14841232736	60801.3696969697	8
12	SiU2	observe	60801.3696969697	61001.430303030305	8
13	SiU2	sl_tp	61001.430303030305	61041.44242424242	8
14	SiU2	tp_start	61041.44242424242	61113.26962444857	8
15	SiU2	start	61113.26962444857	61201.490909090906	8
16	SiU2	observe	61201.490909090906	61401.551515151514	8
17	SiU2	sl_tp	61401.551515151514	61441.56363636364	8
18	SiU2	tp_start	61441.56363636364	61513.390836569786	8
19	SiU2	start	61513.390836569786	61681.63636363637	8
20	SiU2	observe	61681.63636363637	62015.07070707071	8
21	SiU2	sl_tp	62015.07070707071	62081.757575757576	8
22	SiU2	tp_start	62081.757575757576	62180.25952343847	8
23	SiU2	start	62180.25952343847	62198.4595959596	8
24	SiU2	observe	62198.4595959596	62251.531458173566	8
25	SiU2	sl_tp	62251.531458173566	62298.4898989899	7
26	SiU2	tp_start	62298.4898989899	62346.976695155645	7
27	SiU2	start	62346.976695155645	62485.21313131313	7
28	SiU2	observe	62485.21313131313	62825.31616161616	7
29	SiU2	tp_new_high	62825.31616161616	62882.0	9
30	SiU2	new_high	62882.0	999999.0	9
0	MNU2	new_low	0	3999.2000000000003	0
1	MNU2	observe		3999.2000000000003	2
2	MNU2	sl_start	3999.2000000000003	5005.082487538522	4
3	MNU2	start	5005.082487538522	5012.49090909091	4
4	MNU2	observe	5012.49090909091	5031.804721892653	4
5	MNU2	sl_tp	5031.804721892653	5039.472727272727	7
6	MNU2	tp_start	5039.472727272727	5050.052184508219	7
7	MNU2	start	5050.052184508219	5074.324242424243	7
8	MNU2	observe	5074.324242424243	5151.723913811845	7
9	MNU2	observe	5135.033333333333	5151.723913811845	6
10	MNU2	sl_start	5151.723913811845	5169.971376427411	4
11	MNU2	start	5169.971376427411	5177.379797979798	4
12	MNU2	observe	5177.379797979798	5196.693610781542	4
13	MNU2	sl_tp	5196.693610781542	5204.3616161616155	8
14	MNU2	tp_start	5204.3616161616155	5214.941073397108	8
15	MNU2	start	5214.941073397108	5216.728282828282	8
16	MNU2	observe	5216.728282828282	5222.925934013865	8
17	MNU2	sl_tp	5222.925934013865	5232.4676767676765	8
18	MNU2	tp_start	5232.4676767676765	5241.173396629431	8
19	MNU2	start	5241.173396629431	5257.575757575757	8
20	MNU2	observe	5257.575757575757	5295.050505050504	8
21	MNU2	sl_tp	5295.050505050504	5302.545454545454	8
22	MNU2	tp_start	5302.545454545454	5316.122891578926	8
23	MNU2	start	5316.122891578926	5319.034343434343	8
24	MNU2	observe	5319.034343434343	5327.855226943158	8
25	MNU2	sl_tp	5327.855226943158	5337.022222222223	7
26	MNU2	tp_start	5337.022222222223	5346.102689558725	7
27	MNU2	start	5346.102689558725	5349.014141414142	7
28	MNU2	observe	5349.014141414142	5367.0020202020205	7
29	MNU2	tp_new_high	5367.0020202020205	5370.0	9
30	MNU2	new_high	5370.0	999999.0	9
0	RIU2	new_low	0	82176.0	0
1	RIU2	observe		82176.0	2
2	RIU2	sl_start	82176.0	102809.56566263012	4
3	RIU2	start	102809.56566263012	103415.45454545454	4
4	RIU2	observe	103415.45454545454	104574.54545454546	4
5	RIU2	sl_tp	104574.54545454546	104806.36363636365	8
6	RIU2	tp_start	104806.36363636365	105127.74748081194	8
7	RIU2	start	105127.74748081194	105149.45454545454	8
8	RIU2	observe	105149.45454545454	105229.95958383067	8
9	RIU2	sl_tp	105229.95958383067	105372.0	8
10	RIU2	tp_start	105372.0	105498.65657172103	8
11	RIU2	start	105498.65657172103	105603.81818181819	8
12	RIU2	observe	105603.81818181819	105879.05049292158	8
13	RIU2	sl_tp	105879.05049292158	105993.27272727274	8
14	RIU2	tp_start	105993.27272727274	106147.74748081194	8
15	RIU2	start	106147.74748081194	106392.0	8
16	RIU2	observe	106392.0	106948.36363636363	8
17	RIU2	sl_tp	106948.36363636363	107059.63636363637	8
18	RIU2	tp_start	107059.63636363637	107260.47475353921	8
19	RIU2	start	107260.47475353921	107616.0	8
20	RIU2	observe	107616.0	108357.81818181818	8
21	RIU2	sl_tp	108357.81818181818	108506.18181818182	8
22	RIU2	tp_start	108506.18181818182	108744.11111717558	8
23	RIU2	start	108744.11111717558	108821.45454545454	8
24	RIU2	observe	108821.45454545454	109031.77776564885	8
25	RIU2	sl_tp	109031.77776564885	109155.27272727272	8
26	RIU2	tp_start	109155.27272727272	109300.47475353921	8
27	RIU2	start	109300.47475353921	109377.81818181818	8
28	RIU2	observe	109377.81818181818	109588.1414020125	8
29	RIU2	sl_tp	109588.1414020125	109711.63636363637	8
30	RIU2	tp_start	109711.63636363637	109856.83838990286	8
31	RIU2	start	109856.83838990286	109962.0	8
32	RIU2	observe	109962.0	110237.23231110339	8
33	RIU2	sl_tp	110237.23231110339	110351.45454545454	7
34	RIU2	tp_start	110351.45454545454	110505.92929899375	7
35	RIU2	start	110505.92929899375	110861.45454545454	7
36	RIU2	observe	110861.45454545454	111751.63636363637	7
37	RIU2	tp_new_high	111751.63636363637	111900.0	9
38	RIU2	new_high	111900.0	999999.0	9
0	SFU2	new_low	0	327.44000000000005	0
1	SFU2	observe		327.44000000000005	2
2	SFU2	sl_start	327.44000000000005	409.43150177317716	4
3	SFU2	start	409.43150177317716	409.53909090909093	4
4	SFU2	observe	409.53909090909093	409.8339661506154	4
5	SFU2	sl_tp	409.8339661506154	410.01727272727277	8
6	SFU2	tp_start	410.01727272727277	410.22847147014687	8
7	SFU2	start	410.22847147014687	410.2563636363637	8
8	SFU2	observe	410.2563636363637	410.36527928192857	8
9	SFU2	sl_tp	410.36527928192857	410.57515151515156	8
10	SFU2	tp_start	410.57515151515156	410.75978460146	8
11	SFU2	start	410.75978460146	411.18616161616166	8
12	SFU2	observe	411.18616161616166	412.1159595959596	8
13	SFU2	sl_tp	412.1159595959596	412.3019191919192	8
14	SFU2	tp_start	412.3019191919192	412.61938056105595	8
15	SFU2	start	412.61938056105595	413.4442424242424	8
16	SFU2	observe	413.4442424242424	415.03818181818184	8
17	SFU2	sl_tp	415.03818181818184	415.3569696969697	8
18	SFU2	tp_start	415.3569696969697	415.80725934893474	8
19	SFU2	start	415.80725934893474	415.95469696969695	8
20	SFU2	observe	415.95469696969695	416.34255200920126	8
21	SFU2	sl_tp	416.34255200920126	416.51257575757575	8
22	SFU2	tp_start	416.51257575757575	416.7370573287327	8
23	SFU2	start	416.7370573287327	417.12358585858584	8
24	SFU2	observe	417.12358585858584	417.9869696969697	8
25	SFU2	sl_tp	417.9869696969697	418.15964646464647	8
26	SFU2	tp_start	418.15964646464647	418.4638250055004	8
27	SFU2	start	418.4638250055004	418.8503535353535	8
28	SFU2	observe	418.8503535353535	419.7137373737374	8
29	SFU2	sl_tp	419.7137373737374	419.88641414141415	7
30	SFU2	tp_start	419.88641414141415	420.19059268226806	7
31	SFU2	start	420.19059268226806	420.7763636363636	7
32	SFU2	observe	420.7763636363636	422.21090909090907	7
33	SFU2	tp_new_high	422.21090909090907	422.45	9
34	SFU2	new_high	422.45	999999.0	9
0	VBU2	new_low	0	1426.4	0
1	VBU2	observe		1426.4	2
2	VBU2	sl_start	1426.4	1784.6035443994087	4
3	VBU2	start	1784.6035443994087	1790.0	4
4	VBU2	observe	1790.0	1801.6666666666665	4
5	VBU2	sl_tp	1801.6666666666665	1804.0	8
6	VBU2	tp_start	1804.0	1807.936877732742	8
7	VBU2	start	1807.936877732742	1809.8333333333333	8
8	VBU2	observe	1809.8333333333333	1814.7929112011827	8
9	VBU2	sl_tp	1814.7929112011827	1816.8333333333333	8
10	VBU2	tp_start	1816.8333333333333	1819.6035443994087	8
11	VBU2	start	1819.6035443994087	1823.8333333333333	8
12	VBU2	observe	1823.8333333333333	1833.5555555555554	8
13	VBU2	sl_tp	1833.5555555555554	1835.5	7
14	VBU2	tp_start	1835.5	1839.047988843853	7
15	VBU2	start	1839.047988843853	1840.2444444444443	7
16	VBU2	observe	1840.2444444444443	1848.237355645627	7
17	VBU2	observe	1845.8444444444444	1848.237355645627	6
18	VBU2	sl_start	1848.237355645627	1853.047988843853	3
19	VBU2	start	1853.047988843853	1854.011111111111	3
20	VBU2	observe	1854.011111111111	1859.1444444444444	3
21	VBU2	tp_new_high	1859.1444444444444	1860.0	9
22	VBU2	new_high	1860.0	999999.0	9
0	MMU2	new_low	0	1670.88	0
1	MMU2	observe		1670.88	2
2	MMU2	sl_start	1670.88	2089.8776776207824	4
3	MMU2	start	2089.8776776207824	2091.387878787879	4
4	MMU2	observe	2091.387878787879	2095.3375740513643	4
5	MMU2	sl_tp	2095.3375740513643	2096.9636363636364	8
6	MMU2	tp_start	2096.9636363636364	2099.1706069137117	8
7	MMU2	start	2099.1706069137117	2100.3323232323232	8
8	MMU2	observe	2100.3323232323232	2103.4688871826775	8
9	MMU2	sl_tp	2103.4688871826775	2105.211111111111	8
10	MMU2	tp_start	2105.211111111111	2107.301920045025	8
11	MMU2	start	2107.301920045025	2109.160606060606	8
12	MMU2	observe	2109.160606060606	2113.923432637223	8
13	MMU2	sl_tp	2113.923432637223	2115.4333333333334	8
14	MMU2	tp_start	2115.4333333333334	2117.7564654995704	8
15	MMU2	start	2117.7564654995704	2119.266666666667	8
16	MMU2	observe	2119.266666666667	2123.2163619301523	8
17	MMU2	sl_tp	2123.2163619301523	2124.8424242424244	8
18	MMU2	tp_start	2124.8424242424244	2127.0493947924997	8
19	MMU2	start	2127.0493947924997	2127.1656565656567	8
20	MMU2	observe	2127.1656565656567	2127.862826576617	8
21	MMU2	sl_tp	2127.862826576617	2129.9535353535352	8
22	MMU2	tp_start	2129.9535353535352	2131.6958594389644	8
23	MMU2	start	2131.6958594389644	2140.5242424242424	8
24	MMU2	observe	2140.5242424242424	2157.3676767676766	8
25	MMU2	sl_tp	2157.3676767676766	2160.7363636363634	8
26	MMU2	tp_start	2160.7363636363634	2165.3827281258327	8
27	MMU2	start	2165.3827281258327	2166.1959595959593	8
28	MMU2	observe	2166.1959595959593	2168.5193922331823	8
29	MMU2	sl_tp	2168.5193922331823	2170.3777777777777	7
30	MMU2	tp_start	2170.3777777777777	2172.3524250955297	7
31	MMU2	start	2172.3524250955297	2180.8323232323232	7
32	MMU2	observe	2180.8323232323232	2200.3474747474747	7
33	MMU2	tp_new_high	2200.3474747474747	2203.6	9
34	MMU2	new_high	2203.6	999999.0	9
0	MXU2	new_low	0	167280.0	0
1	MXU2	observe		167280.0	2
2	MXU2	sl_start	167280.0	209237.32556187868	4
3	MXU2	start	209237.32556187868	209373.9393939394	4
4	MXU2	observe	209373.9393939394	209738.48018937395	4
5	MXU2	sl_tp	209738.48018937395	209921.81818181818	8
6	MXU2	tp_start	209921.81818181818	210150.45687501	8
7	MXU2	start	210150.45687501	210218.58585858584	8
8	MXU2	observe	210218.58585858584	210423.32867422243	8
9	MXU2	sl_tp	210423.32867422243	210629.49494949495	8
10	MXU2	tp_start	210629.49494949495	210835.30535985847	8
11	MXU2	start	210835.30535985847	211211.61616161614	8
12	MXU2	observe	211211.61616161614	212067.67676767675	8
13	MXU2	sl_tp	212067.67676767675	212238.88888888888	8
14	MXU2	tp_start	212238.88888888888	212547.42657197968	8
15	MXU2	start	212547.42657197968	213334.64646464644	8
16	MXU2	observe	213334.64646464644	214875.55555555553	8
17	MXU2	sl_tp	214875.55555555553	215183.73737373736	8
18	MXU2	tp_start	215183.73737373736	215629.24475379786	8
19	MXU2	start	215629.24475379786	215731.61616161614	8
20	MXU2	observe	215731.61616161614	216016.25796715173	8
21	MXU2	sl_tp	216016.25796715173	216211.0101010101	8
22	MXU2	tp_start	216211.0101010101	216428.23465278777	8
23	MXU2	start	216428.23465278777	216530.60606060605	8
24	MXU2	observe	216530.60606060605	216815.24786614164	8
25	MXU2	sl_tp	216815.24786614164	217010.0	8
26	MXU2	tp_start	217010.0	217227.22455177768	8
27	MXU2	start	217227.22455177768	217911.71717171717	8
28	MXU2	observe	217911.71717171717	219281.41414141413	8
29	MXU2	sl_tp	219281.41414141413	219555.35353535353	7
30	MXU2	tp_start	219555.35353535353	219966.6184911716	7
31	MXU2	start	219966.6184911716	220000.50505050505	7
32	MXU2	observe	220000.50505050505	220342.9292929293	7
33	MXU2	tp_new_high	220342.9292929293	220400.0	9
34	MXU2	new_high	220400.0	999999.0	9
0	CRU2	new_low	0	7.008	0
1	CRU2	observe		7.008	2
2	CRU2	sl_start	7.008	8.767543173737101	4
3	CRU2	start	8.767543173737101	8.771151515151514	4
4	CRU2	observe	8.771151515151514	8.782085369697514	4
5	CRU2	sl_tp	8.782085369697514	8.793454545454544	8
6	CRU2	tp_start	8.793454545454544	8.804714890908818	8
7	CRU2	start	8.804714890908818	8.808323232323232	8
8	CRU2	observe	8.808323232323232	8.819257086869232	8
9	CRU2	sl_tp	8.819257086869232	8.830626262626263	8
10	CRU2	tp_start	8.830626262626263	8.841886608080536	8
11	CRU2	start	8.841886608080536	8.862222222222222	8
12	CRU2	observe	8.862222222222222	8.90868686868687	8
13	CRU2	sl_tp	8.90868686868687	8.917979797979799	8
14	CRU2	tp_start	8.917979797979799	8.934815901009829	8
15	CRU2	start	8.934815901009829	8.94260606060606	8
16	CRU2	observe	8.94260606060606	8.963297490909635	8
17	CRU2	sl_tp	8.963297490909635	8.973272727272727	8
18	CRU2	tp_start	8.973272727272727	8.98592701212094	8
19	CRU2	start	8.98592701212094	8.990929292929293	8
20	CRU2	observe	8.990929292929293	9.005115672727818	8
21	CRU2	sl_tp	9.005115672727818	9.016020202020202	8
22	CRU2	tp_start	9.016020202020202	9.027745193939122	8
23	CRU2	start	9.027745193939122	9.031353535353535	8
24	CRU2	observe	9.031353535353535	9.042287389899535	8
