,price,volume,std,sec,min_start,max_start,end,sl,mid,down,prev_end,next_sl,implied_prob
2,116.64121212121212,1147586.0,0.08647672185687562,NLMK,115.98102217640232,116.11854545454545,116.56654545454545,115.7215920108317,115.89454545454545,115.24969696969697,115.8300606060606,,0.3884140683535363
3,116.91272727272727,1216419.5,0.08647672185687562,NLMK,,,,,116.64121212121212,115.89454545454545,116.56654545454545,116.73977382901352,
4,117.42181818181818,924034.0,0.08647672185687562,NLMK,116.99920399458414,117.06545454545454,117.3709090909091,116.73977382901352,116.91272727272727,116.64121212121212,,117.24886473810443,0.46353841825785047
5,117.82909090909091,1444465.0,0.08647672185687562,NLMK,117.50829490367505,117.544,117.78836363636364,117.24886473810443,117.42181818181818,116.91272727272727,117.3709090909091,117.65613746537716,0.5139634476136806
6,118.44,0.0,0.08647672185687562,NLMK,117.91556763094778,118.01236363636363,118.37890909090909,117.65613746537716,117.82909090909091,117.42181818181818,117.78836363636364,,0.42589963053958707
0,2.9475,0.0,0.002265525347525983,IRAO,,,,,,,,2.358,
1,2.9724999999999997,1528741.5,0.002265525347525983,IRAO,2.9497655253475257,2.9549999999999996,2.9699999999999998,2.358,2.9475,0,,2.9675,0.9712136644996122
2,3.011388888888889,2737073.5,0.002265525347525983,IRAO,2.9747655253475256,2.9841666666666664,3.0075,2.9675,2.9724999999999997,2.9475,2.9699999999999998,3.0036111111111112,0.2991524001774046
3,3.0475,1219063.0,0.002265525347525983,IRAO,3.013654414236415,3.022222222222222,3.0438888888888886,3.0036111111111112,3.011388888888889,2.9724999999999997,3.0075,3.040277777777778,0.35570996983135517
4,3.0669444444444443,425008.0,0.002265525347525983,IRAO,3.0497655253475258,3.0533333333333332,3.065,3.040277777777778,3.0475,3.011388888888889,3.0438888888888886,3.0624133937493925,0.455931973320743
5,3.0766666666666667,408936.0,0.002265525347525983,IRAO,3.06920996979197,3.069861111111111,3.0756944444444443,3.0624133937493925,3.0669444444444443,3.0475,3.065,3.072135615971615,0.536263799128603
6,3.085,0.0,0.002265525347525983,IRAO,3.0789321920141925,3.0791666666666666,3.0841666666666665,3.072135615971615,3.0766666666666667,3.0669444444444443,3.0756944444444443,,0.5746641373274347
0,711.4,0.0,0.6065821937814353,PIKK,,,,,,,,,
1,712.8595959595959,91858.0,0.6065821937814353,PIKK,,,,,711.4,0,,,
2,714.6111111111111,153278.0,0.6065821937814353,PIKK,,,,,712.8595959595959,711.4,,713.3979467235482,
3,720.7414141414141,1031869.0,0.6065821937814353,PIKK,715.2176933048926,716.450202020202,720.1283838383838,713.3979467235482,714.6111111111111,712.8595959595959,,719.5153535353535,0.3619379985929184
4,725.9959595959596,1213744.0,0.6065821937814353,PIKK,721.3479963351956,722.3177777777778,725.470505050505,719.5153535353535,720.7414141414141,714.6111111111111,720.1283838383838,724.7827952083967,0.3891644931681027
5,734.4616161616161,194195.0,0.6065821937814353,PIKK,726.602541789741,728.5356565656565,733.6150505050505,724.7827952083967,725.9959595959596,720.7414141414141,725.470505050505,732.7684848484848,0.31546913848353697
6,740.3,0.0,0.6065821937814353,PIKK,735.0681983553976,736.2131313131313,739.7161616161616,732.7684848484848,734.4616161616161,725.9959595959596,733.6150505050505,,0.41340149834577095
0,290.3,0.0,0.3231097648208141,RASP,,,,,,,,232.24,
1,291.64141414141415,88996.0,0.3231097648208141,RASP,290.6231097648208,290.70242424242423,291.5072727272727,232.24,290.3,0,,,0.9857508927813113
2,292.479797979798,80027.5,0.3231097648208141,RASP,,,,,291.64141414141415,290.3,291.5072727272727,291.8335784501563,
3,297.67777777777775,260613.0,0.3231097648208141,RASP,292.8029077446188,294.0391919191919,297.15797979797975,291.8335784501563,292.479797979798,291.64141414141415,,296.6381818181818,0.298150210332655
4,300.8636363636364,177060.0,0.3231097648208141,RASP,298.00088754259855,298.6335353535353,300.54505050505054,296.6381818181818,297.67777777777775,292.479797979798,297.15797979797975,,0.4297635176550625
5,301.53434343434344,169980.0,0.3231097648208141,RASP,,,,,300.8636363636364,297.67777777777775,300.54505050505054,,
6,302.3727272727273,164697.0,0.3231097648208141,RASP,,,,,301.53434343434344,300.8636363636364,,301.7265077430856,
7,304.55252525252524,246537.0,0.3231097648208141,RASP,302.6958370375481,303.02666666666664,304.33454545454543,301.7265077430856,302.3727272727273,301.53434343434344,,303.9063057228836,0.4350949773600291
8,306.9,0.0,0.3231097648208141,RASP,304.87563501734604,305.25676767676765,306.6652525252525,303.9063057228836,304.55252525252524,302.3727272727273,304.33454545454543,,0.4204124643423091
0,79.16,0.0,0.07702389462535997,DSKY,,,,,,,,63.328,
1,79.99717171717171,110588.0,0.07702389462535997,DSKY,79.23702389462535,79.41115151515152,79.91345454545454,63.328,79.16,0,,,0.9644648364052442
2,80.20646464646464,108643.0,0.07702389462535997,DSKY,,,,,79.99717171717171,79.16,79.91345454545454,80.05241685721391,
3,80.52040404040405,79087.5,0.07702389462535997,DSKY,80.28348854109,80.30064646464646,80.48901010101011,80.05241685721391,80.20646464646464,79.99717171717171,,80.36635625115332,0.5489105684974648
4,80.88666666666667,91241.5,0.07702389462535997,DSKY,80.5974279350294,80.63028282828283,80.85004040404041,80.36635625115332,80.52040404040405,80.20646464646464,80.48901010101011,,0.511695760602222
5,81.0959595959596,86666.5,0.07702389462535997,DSKY,,,,,80.88666666666667,80.52040404040405,80.85004040404041,80.94191180670887,
6,81.72383838383838,178337.0,0.07702389462535997,DSKY,81.17298349058495,81.28432323232323,81.66105050505051,80.94191180670887,81.0959595959596,80.88666666666667,,81.56979059458766,0.3987291400204953
7,82.61333333333333,247881.0,0.07702389462535997,DSKY,81.80086227846374,81.99068686868686,82.52438383838384,81.56979059458766,81.72383838383838,81.0959595959596,81.66105050505051,82.43543434343434,0.3414899289369351
8,83.39818181818183,83164.0,0.07702389462535997,DSKY,82.69035722795869,82.84878787878787,83.31969696969698,82.43543434343434,82.61333333333333,81.72383838383838,82.52438383838384,83.24121212121213,0.37787213890423754
9,83.81676767676768,65353.0,0.07702389462535997,DSKY,83.47520571280718,83.52375757575759,83.77490909090909,83.24121212121213,83.39818181818183,82.61333333333333,83.31969696969698,83.66271988751696,0.48392540661585914
10,84.34,0.0,0.07702389462535997,DSKY,83.89379157139304,83.97373737373738,84.28767676767677,83.66271988751696,83.81676767676768,83.39818181818183,83.77490909090909,,0.43370125788347613
0,43.7,0.0,0.1298322134663108,IRKT,,,,,,,,34.96000000000001,
1,44.57272727272728,12553.0,0.1298322134663108,IRKT,43.82983221346631,43.96181818181819,44.48545454545455,34.96000000000001,43.7,0,,44.313062845794654,0.9380996103651911
2,45.05757575757576,29746.5,0.1298322134663108,IRKT,44.702559486193586,44.718181818181826,45.009090909090915,44.313062845794654,44.57272727272728,43.7,44.48545454545455,44.79791133064314,0.5708215334184585
3,45.76868686868687,17089.0,0.1298322134663108,IRKT,45.18740797104207,45.27090909090909,45.69757575757576,44.79791133064314,45.05757575757576,44.57272727272728,45.009090909090915,45.50902244175425,0.47934228299185516
4,46.77070707070707,6374.5,0.1298322134663108,IRKT,45.89851908215318,46.06929292929293,46.67050505050505,45.50902244175425,45.76868686868687,45.05757575757576,45.69757575757576,,0.40885981450859293
0,14.14,0.0,0.01685696266883052,AFKS,,,,,,,,,
1,14.193454545454546,36622.5,0.01685696266883052,AFKS,,,,,14.14,0,,14.159740620116885,
2,14.32709090909091,280361.0,0.01685696266883052,AFKS,14.210311508123377,14.233545454545455,14.313727272727274,14.159740620116885,14.193454545454546,14.14,,14.293376983753248,0.4038522830603786
3,14.442909090909092,624121.0,0.01685696266883052,AFKS,14.34394787175974,14.361836363636364,14.431327272727273,14.293376983753248,14.32709090909091,14.193454545454546,14.313727272727274,,0.4314244963706396
4,14.496363636363636,581043.0,0.01685696266883052,AFKS,,,,,14.442909090909092,14.32709090909091,14.431327272727273,14.462649711025975,
5,14.701272727272727,338808.0,0.01685696266883052,AFKS,14.513220599032467,14.557836363636364,14.680781818181817,14.462649711025975,14.496363636363636,14.442909090909092,,14.660290909090909,0.334103820197239
6,14.888363636363637,196418.0,0.01685696266883052,AFKS,14.718129689941557,14.7574,14.869654545454546,14.660290909090909,14.701272727272727,14.496363636363636,14.680781818181817,,0.3700448522269111
7,14.93290909090909,201856.0,0.01685696266883052,AFKS,,,,,14.888363636363637,14.701272727272727,14.869654545454546,,
8,14.986363636363636,152168.0,0.01685696266883052,AFKS,,,,,14.93290909090909,14.888363636363637,,,
9,15.022,0.0,0.01685696266883052,AFKS,,,,,14.986363636363636,14.93290909090909,,,
0,83.07,0.0,0.06412980483610578,MOEX,,,,,,,,66.456,
1,83.9460606060606,91733.0,0.06412980483610578,MOEX,83.13412980483609,83.33281818181817,83.85845454545453,66.456,83.07,0,,83.77084848484847,0.9640866436113948
2,84.23808080808081,125910.5,0.06412980483610578,MOEX,84.0101904108967,84.03366666666666,84.20887878787879,83.77084848484847,83.9460606060606,83.07,83.85845454545453,84.1098211984086,0.5732024752539334
3,84.530101010101,201161.0,0.06412980483610578,MOEX,84.30221061291691,84.32568686868687,84.50089898989899,84.1098211984086,84.23808080808081,83.9460606060606,84.20887878787879,84.4018414004288,0.5219614788540379
4,85.36444444444444,543346.0,0.06412980483610578,MOEX,84.5942308149371,84.78040404040404,85.2810101010101,84.4018414004288,84.530101010101,84.23808080808081,84.50089898989899,85.19757575757576,0.3247113176947894
5,85.82333333333334,983505.5,0.06412980483610578,MOEX,85.42857424928054,85.5021111111111,85.77744444444446,85.19757575757576,85.36444444444444,84.530101010101,85.2810101010101,85.69507372366112,0.4617716539687698
6,86.44909090909091,572183.0,0.06412980483610578,MOEX,85.88746313816944,86.01106060606061,86.38651515151516,85.69507372366112,85.82333333333334,85.36444444444444,85.77744444444446,86.3208312994187,0.36762065189353
7,86.9079797979798,826993.0,0.06412980483610578,MOEX,86.51322071392701,86.58675757575759,86.86209090909091,86.3208312994187,86.44909090909091,85.82333333333334,86.38651515151516,86.77972018830759,0.42337880257198524
8,87.2,0.0,0.06412980483610578,MOEX,86.9721096028159,86.99558585858587,87.17079797979798,86.77972018830759,86.9079797979798,86.44909090909091,86.86209090909091,,0.5219614788540379
0,125.6,0.0,0.14753704133367943,MTLR,,,,,,,,100.48,
1,126.65070707070707,4680063.0,0.14753704133367943,MTLR,125.74753704133367,125.91521212121212,126.54563636363636,100.48,125.6,0,,126.35563298803972,0.9725975697504966
2,127.92656565656566,8661014.5,0.14753704133367943,MTLR,126.79824411204075,127.03346464646465,127.7989797979798,126.35563298803972,126.65070707070707,125.6,126.54563636363636,127.6314915738983,0.388140526833072
3,128.9022222222222,3617664.5,0.14753704133367943,MTLR,128.07410269789935,128.21926262626263,128.80465656565656,127.6314915738983,127.92656565656566,126.65070707070707,127.7989797979798,128.60714813955485,0.4391463194026594
4,129.80282828282827,5625160.5,0.14753704133367943,MTLR,129.0497592635559,129.17240404040402,129.71276767676767,128.60714813955485,128.9022222222222,127.92656565656566,128.80465656565656,129.50775420016092,0.455792879434353
5,131.22878787878787,2300895.0,0.14753704133367943,MTLR,129.95036532416196,130.23061616161615,131.08619191919192,129.50775420016092,129.80282828282827,128.9022222222222,129.71276767676767,130.93371379612051,0.36918564204477883
6,132.35454545454544,3239319.0,0.14753704133367943,MTLR,131.37632492012156,131.56651515151515,132.24196969696968,130.93371379612051,131.22878787878787,129.80282828282827,131.08619191919192,132.0594713718781,0.41100998615702067
7,133.03,0.0,0.14753704133367943,MTLR,132.50208249587914,132.55718181818182,132.96245454545453,132.0594713718781,132.35454545454544,131.22878787878787,132.24196969696968,,0.5206750235336303
0,102720.0,0.0,89.27403824923259,RIU2,,,,,,,,82176.0,
1,104945.45454545454,144145.5,89.27403824923259,RIU2,102809.27403824923,103387.63636363637,104722.90909090909,82176.0,102720.0,0,,104500.36363636363,0.9279522579606592
2,105409.09090909091,126532.0,89.27403824923259,RIU2,105034.72858370378,105084.54545454546,105362.72727272728,104500.36363636363,104945.45454545454,102720.0,104722.90909090909,105230.54283259244,0.6485354427968242
3,106058.18181818182,93679.5,89.27403824923259,RIU2,105498.36494734015,105603.81818181819,105993.27272727274,105230.54283259244,105409.09090909091,104945.45454545454,105362.72727272728,105879.63374168336,0.4202650692236034
4,107170.90909090909,130432.0,89.27403824923259,RIU2,106147.45585643106,106392.0,107059.63636363637,105879.63374168336,106058.18181818182,105409.09090909091,105993.27272727274,106948.36363636363,0.33058755910772825
5,108654.54545454546,272629.0,89.27403824923259,RIU2,107260.18312915832,107616.0,108506.18181818182,106948.36363636363,107170.90909090909,106058.18181818182,107059.63636363637,108357.81818181818,0.31436783440539584
6,109210.90909090909,273573.0,89.27403824923259,RIU2,108743.81949279469,108821.45454545454,109155.27272727272,108357.81818181818,108654.54545454546,107170.90909090909,108506.18181818182,109032.36101441062,0.5327185602337862
7,109767.27272727274,261853.0,89.27403824923259,RIU2,109300.18312915832,109377.81818181818,109711.63636363637,109032.36101441062,109210.90909090909,108654.54545454546,109155.27272727272,109588.72465077427,0.4514217120158278
8,110416.36363636363,225789.0,89.27403824923259,RIU2,109856.54676552197,109962.0,110351.45454545454,109588.72465077427,109767.27272727274,109210.90909090909,109711.63636363637,110237.81555986516,0.4202650692236114
9,111900.0,0.0,89.27403824923259,RIU2,110505.63767461287,110861.45454545454,111751.63636363637,110237.81555986516,110416.36363636363,109767.27272727274,110351.45454545454,,0.2944407614548151
0,1783.0,0.0,1.6155639236899306,VBU2,,,,,,,,1426.4,
1,1806.3333333333333,146170.0,1.6155639236899306,VBU2,1784.61556392369,1790.0,1804.0,1426.4,1783.0,0,,1801.6666666666665,0.955793914093869
2,1818.0,191716.5,1.6155639236899306,VBU2,1807.9488972570232,1809.8333333333333,1816.8333333333333,1801.6666666666665,1806.3333333333333,1783.0,1804.0,1814.7688721526201,0.47633727220956085
3,1838.2222222222222,225294.0,1.6155639236899306,VBU2,1819.61556392369,1824.0666666666666,1836.2,1814.7688721526201,1818.0,1806.3333333333333,1816.8333333333333,1834.1777777777777,0.3299986446314239
4,1846.7777777777778,118788.0,1.6155639236899306,VBU2,1839.837786145912,1840.7888888888888,1845.9222222222222,1834.1777777777777,1838.2222222222222,1818.0,1836.2,,0.5224223051712806
5,1851.4444444444443,105528.0,1.6155639236899306,VBU2,,,,,1846.7777777777778,1838.2222222222222,1845.9222222222222,1848.2133165970645,
6,1860.0,0.0,1.6155639236899306,VBU2,1853.0600083681343,1854.011111111111,1859.1444444444444,1848.2133165970645,1851.4444444444443,1846.7777777777778,,,0.486888747150993
0,7352.5,0.0,8.361975208552787,PLZL,,,,,,,,5882.0,
1,7484.227272727273,82437.5,8.361975208552787,PLZL,7360.861975208552,7392.018181818182,7471.054545454545,5882.0,7352.5,0,,7457.881818181819,0.9404586411386441
2,7630.590909090909,148525.0,8.361975208552787,PLZL,7492.589247935825,7528.136363636364,7615.954545454545,7457.881818181819,7484.227272727273,7352.5,7471.054545454545,7601.318181818182,0.3320053276092959
3,7696.454545454545,84738.0,8.361975208552787,PLZL,7638.952884299461,7650.349999999999,7689.868181818181,7601.318181818182,7630.590909090909,7484.227272727273,7615.954545454545,7679.730595037439,0.48936488234386
4,7842.818181818182,252159.0,8.361975208552787,PLZL,7704.816520663097,7740.363636363636,7828.181818181818,7679.730595037439,7696.454545454545,7630.590909090909,7689.868181818181,7813.545454545455,0.2887108813798331
5,7901.363636363636,227446.0,8.361975208552787,PLZL,7851.180157026734,7860.381818181818,7895.50909090909,7813.545454545455,7842.818181818182,7696.454545454545,7828.181818181818,7884.63968594653,0.5152959889607726
6,8003.818181818182,68816.0,8.361975208552787,PLZL,7909.725611572188,7932.099999999999,7993.572727272727,7884.63968594653,7901.363636363636,7842.818181818182,7895.50909090909,7983.327272727272,0.3329854688527904
7,8040.409090909091,66487.0,8.361975208552787,PLZL,8012.180157026734,8014.795454545455,8036.75,7983.327272727272,8003.818181818182,7901.363636363636,7993.572727272727,8023.685140491985,0.5645637090905263
8,8077.0,0.0,8.361975208552787,PLZL,8048.771066117643,8051.386363636364,8073.340909090909,8023.685140491985,8040.409090909091,8003.818181818182,8036.75,,0.5315308800917444
0,62.72,0.0,0.06156222294613582,ALRS,,,,,,,,50.176,
1,63.24424242424242,178377.0,0.06156222294613582,ALRS,62.781562222946135,62.877272727272725,63.19181818181818,50.176,62.72,0,,63.12111797835015,0.9721569015757314
2,63.45393939393939,203387.0,0.06156222294613582,ALRS,63.30580464718856,63.30715151515152,63.43296969696969,63.12111797835015,63.24424242424242,62.72,63.19181818181818,63.33081494804712,0.594385381746221
3,64.34515151515151,755129.0,0.06156222294613582,ALRS,63.51550161688553,63.72130303030303,64.2560303030303,63.33081494804712,63.45393939393939,63.24424242424242,63.43296969696969,64.16690909090909,0.3108329039268806
4,65.34121212121212,412102.0,0.06156222294613582,ALRS,64.40671373809765,64.64396969696969,65.24160606060606,64.16690909090909,64.34515151515151,63.45393939393939,64.2560303030303,65.142,0.3335197146090926
5,66.38969696969697,1339507.0,0.06156222294613582,ALRS,65.40277434415826,65.65575757575758,66.28484848484848,65.142,65.34121212121212,64.34515151515151,65.24160606060606,66.18,0.33886028208652463
6,66.75666666666666,1715044.0,0.06156222294613582,ALRS,66.4512591926431,66.49978787878788,66.71996969696968,66.18,66.38969696969697,65.34121212121212,66.28484848484848,66.63354222077439,0.5472965193676125
7,67.01878787878788,1540211.0,0.06156222294613582,ALRS,66.8182288896128,66.83530303030302,66.99257575757575,66.63354222077439,66.75666666666666,66.38969696969697,66.71996969696968,66.8956634328956,0.5381774106813457
8,67.91,0.0,0.06156222294613582,ALRS,67.08035010173401,67.28615151515152,67.82087878787878,66.8956634328956,67.01878787878788,66.75666666666666,66.99257575757575,,0.3108329039268806
0,4978.0,0.0,3.7711109272950134,MGNT,,,,,,,,3982.4,
1,5018.0,34325.0,3.7711109272950134,MGNT,4981.771110927295,4990.0,5014.0,3982.4,4978.0,0,,5010.0,0.9727467579135785
2,5123.454545454545,163579.5,3.7711109272950134,MGNT,5021.771110927295,5049.636363636364,5112.90909090909,5010.0,5018.0,4978.0,5014.0,5102.363636363636,0.24977129867502354
3,5145.272727272727,215085.5,3.7711109272950134,MGNT,5127.22565638184,5130.0,5143.090909090909,5102.363636363636,5123.454545454545,5018.0,5112.90909090909,5137.730505418137,0.6445114064734981
4,5188.909090909091,85977.0,3.7711109272950134,MGNT,5149.043838200022,5158.363636363636,5184.545454545455,5137.730505418137,5145.272727272727,5123.454545454545,5143.090909090909,5180.181818181818,0.34119938527009336
5,5236.181818181818,193309.0,3.7711109272950134,MGNT,5192.680201836386,5203.090909090909,5231.454545454545,5180.181818181818,5188.909090909091,5145.272727272727,5184.545454545455,5226.727272727273,0.34528565620589596
6,5265.272727272727,164566.0,3.7711109272950134,MGNT,5239.952929109113,5244.909090909091,5262.363636363636,5226.727272727273,5236.181818181818,5188.909090909091,5231.454545454545,,0.440666097194202
7,5276.181818181818,161241.0,3.7711109272950134,MGNT,,,,,5265.272727272727,5236.181818181818,5262.363636363636,,
8,5287.090909090909,163328.0,3.7711109272950134,MGNT,,,,,5276.181818181818,5265.272727272727,,5279.548687236319,
9,5308.909090909091,119699.0,3.7711109272950134,MGNT,5290.862020018204,5293.636363636364,5306.727272727273,5279.548687236319,5287.090909090909,5276.181818181818,,5301.366869054501,0.46729821885663064
10,5323.454545454545,132824.0,3.7711109272950134,MGNT,5312.680201836386,5313.272727272727,5322.0,5301.366869054501,5308.909090909091,5287.090909090909,5306.727272727273,5315.912323599955,0.5626676596354416
11,5338.0,0.0,3.7711109272950134,MGNT,5327.22565638184,5327.818181818182,5336.545454545454,5315.912323599955,5323.454545454545,5308.909090909091,5322.0,,0.5626676596354416
0,1.332,0.0,0.0018746798305640422,UPRO,,,,,,,,1.0656,
1,1.339878787878788,45789.5,0.0018746798305640422,UPRO,1.333874679830564,1.3343636363636364,1.339090909090909,1.0656,1.332,0,,1.33612942821766,0.9818211471440305
2,1.3477575757575757,77133.5,0.0018746798305640422,UPRO,1.3417534677093519,1.3422424242424242,1.346969696969697,1.33612942821766,1.339878787878788,1.332,1.339090909090909,1.3440082160964477,0.5413627551554274
3,1.3544242424242425,161274.0,0.0018746798305640422,UPRO,1.3496322555881397,1.3497575757575757,1.353757575757576,1.3440082160964477,1.3477575757575757,1.339878787878788,1.346969696969697,1.3506748827631145,0.583289546603096
4,1.3610909090909091,67793.5,0.0018746798305640422,UPRO,1.3562989222548065,1.3564242424242425,1.3604242424242425,1.3506748827631145,1.3544242424242425,1.3477575757575757,1.353757575757576,1.3573415494297811,0.5832895466031092
5,1.373212121212121,207456.0,0.0018746798305640422,UPRO,1.3629655889214731,1.3647272727272728,1.3719999999999999,1.3573415494297811,1.3610909090909091,1.3544242424242425,1.3604242424242425,1.3694627615509931,0.4437632315524292
6,1.3823030303030301,46830.0,0.0018746798305640422,UPRO,1.375086801042685,1.3759393939393938,1.3813939393939392,1.3694627615509931,1.373212121212121,1.3610909090909091,1.3719999999999999,1.3785536706419022,0.5071029884634072
7,1.3895757575757575,111195.0,0.0018746798305640422,UPRO,1.3841777101335941,1.3844848484848484,1.3888484848484848,1.3785536706419022,1.3823030303030301,1.373212121212121,1.3813939393939392,,0.5612154383150366
0,653.5,0.0,1.261169237312122,BANEP,,,,,,,,522.8000000000001,
1,662.4797979797979,86476.5,1.261169237312122,BANEP,654.7611692373122,656.1939393939393,661.5818181818181,522.8000000000001,653.5,0,,659.9574595051737,0.9560153920292703
2,679.7979797979798,414171.0,1.261169237312122,BANEP,663.7409672171101,667.6752525252525,678.0661616161616,659.9574595051737,662.4797979797979,653.5,661.5818181818181,676.3343434343434,0.31756281210889276
3,692.6262626262626,207492.0,1.261169237312122,BANEP,681.059149035292,683.6464646464647,691.3434343434343,676.3343434343434,679.7979797979798,662.4797979797979,678.0661616161616,690.060606060606,0.4009878708169846
4,700.3232323232323,120656.0,1.261169237312122,BANEP,693.8874318635748,694.9353535353536,699.5535353535354,690.060606060606,692.6262626262626,679.7979797979798,691.3434343434343,697.8008938486081,0.458318660616039
5,704.8131313131313,139992.0,1.261169237312122,BANEP,701.5844015605445,701.670202020202,704.3641414141414,697.8008938486081,700.3232323232323,692.6262626262626,699.5535353535354,,0.5830052734654498
6,708.6616161616162,116400.0,1.261169237312122,BANEP,,,,,704.8131313131313,700.3232323232323,704.3641414141414,706.1392776869919,
7,714.4343434343434,145259.0,1.261169237312122,BANEP,709.9227853989283,710.3934343434344,713.8570707070706,706.1392776869919,708.6616161616162,704.8131313131313,,,0.5207229804859906
8,717.0,0.0,1.261169237312122,BANEP,,,,,714.4343434343434,708.6616161616162,713.8570707070706,,
0,28.775,0.0,0.017206810898899846,SNGSP,,,,,,,,23.02,
1,29.008333333333333,150688.0,0.017206810898899846,SNGSP,28.792206810898897,28.845,28.985,23.02,28.775,0,,28.961666666666666,0.9721045105531346
2,29.179444444444446,167151.0,0.017206810898899846,SNGSP,29.02554014423223,29.059666666666665,29.162333333333336,28.961666666666666,29.008333333333333,28.775,28.985,,0.4033392298145207
3,29.226111111111113,176942.0,0.017206810898899846,SNGSP,,,,,29.179444444444446,29.008333333333333,29.162333333333336,29.191697489313313,
4,29.327222222222222,345972.0,0.017206810898899846,SNGSP,29.24331792201001,29.256444444444444,29.31711111111111,29.191697489313313,29.226111111111113,29.179444444444446,,29.292808600424422,0.46393440425253996
5,29.44388888888889,104862.0,0.017206810898899846,SNGSP,29.34442903312112,29.362222222222222,29.432222222222222,29.292808600424422,29.327222222222222,29.226111111111113,29.31711111111111,29.40947526709109,0.43408259872211086
6,29.545,0.0,0.017206810898899846,SNGSP,29.461095699787787,29.474222222222224,29.53488888888889,29.40947526709109,29.44388888888889,29.327222222222222,29.432222222222222,,0.46393440425255517
0,0.007676,0.0,1.0884486787508956e-05,TGKA,,,,,,,,0.0061408,
1,0.007784343434343434,70870.5,1.0884486787508956e-05,TGKA,0.0076868844867875085,0.007708503030303029,0.007773509090909091,0.0061408,0.007676,0,,0.007762574460768416,0.9535647025021412
2,0.007864727272727273,21060.0,1.0884486787508956e-05,TGKA,0.007795227921130942,0.0078084585858585855,0.00785668888888889,0.007762574460768416,0.007784343434343434,0.007676,0.007773509090909091,0.007842958299152256,0.4172451930120761
3,0.007906666666666666,68876.0,1.0884486787508956e-05,TGKA,0.007875611759514782,0.007877309090909092,0.007902472727272727,0.007842958299152256,0.007864727272727273,0.007784343434343434,0.00785668888888889,0.007884897693091648,0.5629244389589857
4,0.007976565656565656,20144.0,1.0884486787508956e-05,TGKA,0.007917551153454175,0.007927636363636362,0.007969575757575757,0.007884897693091648,0.007906666666666666,0.007864727272727273,0.007902472727272727,0.007954796682990638,0.44516919090297125
5,0.008022,0.0,1.0884486787508956e-05,TGKA,0.007987450143353165,0.007990195959595959,0.008017456565656566,0.007954796682990638,0.007976565656565656,0.007906666666666666,0.007969575757575757,,0.5430327513591999
0,4999.0,0.0,6.116843438940113,MNU2,,,,,,,,3999.2000000000003,
1,5042.636363636364,3949.0,6.116843438940113,MNU2,5005.11684343894,5012.090909090909,5038.272727272728,3999.2000000000003,4999.0,0,,5030.402676758484,0.9714468003739486
2,5148.090909090909,20134.5,6.116843438940113,MNU2,5048.753207075304,5074.272727272728,5137.545454545454,5030.402676758484,5042.636363636364,4999.0,5038.272727272728,,0.29036292560370436
3,5162.636363636364,22162.0,6.116843438940113,MNU2,,,,,5148.090909090909,5042.636363636364,5137.545454545454,,
4,5180.818181818182,18130.0,6.116843438940113,MNU2,,,,,5162.636363636364,5148.090909090909,,5168.584494940302,
5,5209.909090909091,9700.0,6.116843438940113,MNU2,5186.935025257122,5189.545454545455,5207.0,5168.584494940302,5180.818181818182,5162.636363636364,,5197.675404031211,0.511661760803119
6,5231.727272727273,10188.0,6.116843438940113,MNU2,5216.025934348031,5216.454545454546,5229.545454545455,5197.675404031211,5209.909090909091,5180.818181818182,5207.0,5219.493585849393,0.5825166753902646
7,5308.090909090909,10543.0,6.116843438940113,MNU2,5237.844116166213,5254.636363636364,5300.454545454545,5219.493585849393,5231.727272727273,5209.909090909091,5229.545454545455,5292.818181818182,0.3303648348826291
8,5333.545454545455,7964.0,6.116843438940113,MNU2,5314.207752529849,5315.727272727273,5331.0,5292.818181818182,5308.090909090909,5231.727272727273,5300.454545454545,5321.311767667575,0.5801015212242162
9,5359.0,0.0,6.116843438940113,MNU2,5339.662297984395,5341.181818181818,5356.454545454546,5321.311767667575,5333.545454545455,5308.090909090909,5331.0,,0.5437899795905232
0,8.2,0.0,0.013829859947330972,NGU2,,,,,,,,6.56,
1,8.536666666666665,14007.5,0.013829859947330972,NGU2,8.21382985994733,8.300999999999998,8.502999999999998,6.56,8.2,0,,8.469333333333331,0.8736052135736823
2,8.772333333333332,6101.0,0.013829859947330972,NGU2,8.550496526613996,8.607366666666666,8.748766666666665,8.469333333333331,8.536666666666665,8.2,8.502999999999998,,0.3922161397125111
3,8.817222222222222,6543.5,0.013829859947330972,NGU2,,,,,8.772333333333332,8.536666666666665,8.748766666666665,8.789562502327561,
4,9.109,23310.0,0.013829859947330972,NGU2,8.831052082169553,8.904755555555555,9.079822222222223,8.789562502327561,8.817222222222222,8.772333333333332,,9.050644444444444,0.2699007515180701
5,9.311,0.0,0.013829859947330972,NGU2,9.12282985994733,9.169599999999999,9.2908,9.050644444444444,9.109,8.817222222222222,9.079822222222223,,0.3979524242449257
0,33304.0,0.0,37.11765210517623,RNU2,,,,,,,,26643.2,
1,33648.121212121216,5302.5,37.11765210517623,RNU2,33341.117652105175,33407.236363636366,33613.70909090909,26643.2,33304.0,0,,33573.885907910866,0.9656363574145944
2,33810.06060606061,5983.5,37.11765210517623,RNU2,33685.23886422639,33696.70303030303,33793.86666666667,33573.885907910866,33648.121212121216,33304.0,33613.70909090909,33735.82530185026,0.5322512751390978
